Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-01-02,60.38599395751953,60.41521954734089,60.217948209599584,60.22525600060775,2218800
2015-01-05,60.56130599975586,60.583223785568315,60.42248592399963,60.45171149648557,5820100
2015-01-06,60.736663818359375,60.91931949568728,60.663602662269994,60.663602662269994,3887600
2015-01-07,60.77322769165039,60.84628888441647,60.67824869847566,60.74400209970162,2433400
2015-01-08,60.67819595336914,60.72203151608196,60.61974482028081,60.72203151608196,1873400
2015-01-09,60.780540466308594,60.85360166506463,60.641720286723626,60.64902807886288,1646100
2015-01-12,60.86090087890625,60.88281867802255,60.787834116236766,60.82436749757151,4397900
2015-01-13,60.91931915283203,60.985078094888614,60.80973020641918,60.86817578643641,2223400
2015-01-14,61.05815505981445,61.16774960881252,61.043545054579525,61.109298439452175,2481200
2015-01-15,61.32844543457031,61.34305542977526,61.04350314731858,61.04350314731858,4214500
2015-01-16,61.14582824707031,61.26272500476182,61.06545928744053,61.23349942178644,3631300
2015-01-20,61.08005142211914,61.24809708151126,61.058133634852425,61.15311257107766,3029500
2015-01-21,60.96316909790039,61.226193755643195,60.95586130901595,61.21888596675876,2473900
2015-01-22,60.977779388427734,61.101983928999225,60.91202601078743,61.101983928999225,2157400
2015-01-23,61.17504119873047,61.20426120146256,61.08736446790769,61.109282257061174,6255000
2015-01-26,61.10199737548828,61.18967413917976,61.06546957127503,61.175064132336644,7810500
2015-01-27,61.13855743408203,61.29198765683911,61.10202403971509,61.270069849904296,1154100
2015-01-28,61.357730865478516,61.43809427882549,61.09470610150611,61.10931611096595,1394600
2015-01-29,61.29194641113281,61.35039757310054,61.19696745359247,61.32847978091504,1551300
2015-01-30,61.6280403137207,61.6280403137207,61.45269237903006,61.51844576421018,10474400
2015-02-02,61.554771423339844,61.62798007085599,61.43031616401622,61.45959515465325,6070500
2015-02-03,61.36448287963867,61.48893825742196,61.327875728306125,61.445014144196584,1237200
2015-02-04,61.38643264770508,61.393755193599155,61.17412350050472,61.24001524261944,2945700
2015-02-05,61.25466537475586,61.32055712830079,61.21074126270387,61.26931046908449,2128200
2015-02-06,60.859283447265625,61.07159246327873,60.844643949989305,61.04230788326356,2907700
2015-02-09,60.837379455566406,60.976479946993194,60.80809484760982,60.96183485028098,1384600
2015-02-10,60.72753143310547,60.79342316250269,60.69092988163137,60.76413857004447,1447900
2015-02-11,60.72753143310547,60.80074570698347,60.68360733715059,60.76413857004447,1904000
2015-02-12,60.756839752197266,60.83737101654005,60.734877695643256,60.756839752197266,4662900
2015-02-13,60.61775207519531,60.786131585780616,60.61775207519531,60.786131585780616,1883000
2015-02-17,60.37614440917969,60.61773817554488,60.35418235504948,60.603093082480434,5281500
2015-02-18,60.54450988769531,60.63236366937723,60.390769958850825,60.46397865085317,3813000
2015-02-19,60.493289947509766,60.62506788546907,60.47132788876115,60.57382121989976,1322700
2015-02-20,60.5079345703125,60.67631407637975,60.42008075053768,60.58114329405772,3145800
2015-02-23,60.63235855102539,60.68360518964751,60.58111191240327,60.6177190480468,3952700
2015-02-24,60.88130569458008,60.92522981128065,60.52989600457288,60.63238933385258,2542200
2015-02-25,60.93985366821289,60.954498760329585,60.82272085860981,60.873967510086054,4934600
2015-02-26,60.77145767211914,60.93983708738491,60.76413512805315,60.866628403118725,2187500
2015-02-27,60.82272720336914,60.844689258369065,60.7129113429028,60.7861200547248,4094400
2015-03-02,60.62611389160156,60.882847672148536,60.611440191926484,60.853505869175066,2476100
2015-03-03,60.55280685424805,60.670168556347,60.53813314374767,60.61148490710711,2648100
2015-03-04,60.55280685424805,60.63349547285768,60.523465029628106,60.589479937737366,1425400
2015-03-05,60.589454650878906,60.64813827562733,60.516102918132624,60.567449690692875,1340800
2015-03-06,60.237388610839844,60.37675528086434,60.17136810703392,60.37675528086434,1580000
2015-03-09,60.310691833496094,60.36937543489745,60.281350032795416,60.35470173635898,1982300
2015-03-10,60.54547119140625,60.55280804680094,60.4647825712075,60.479450685615944,3766100
2015-03-11,60.61146926879883,60.655484792562746,60.52344941402974,60.54545437772201,4829700
2015-03-12,60.65544509887695,60.802148491740475,60.62610330102911,60.78748039100441,8421500
2015-03-13,60.596763610839844,60.714125209937556,60.57475866078252,60.596763610839844,2114500
2015-03-16,60.714134216308594,60.78749152254942,60.6407825064445,60.75081286942901,1203700
2015-03-17,60.765499114990234,60.76549911499023,60.692147383226256,60.721489195207525,1471300
2015-03-18,61.13959884643555,61.13959884643555,60.7141509768487,60.83151822213264,5534300
2015-03-19,60.95623779296875,61.11761501282633,60.91956471342488,61.10294690028483,1208100
2015-03-20,61.117584228515625,61.12492107928099,60.99288574739148,60.99288574739148,1011200
2015-03-23,61.14695358276367,61.15429043683439,61.04426001129331,61.14695358276367,1572700
2015-03-24,61.2496337890625,61.28631245503258,61.12493527897015,61.183618905970796,2300500
2015-03-25,61.15428924560547,61.322997711286234,61.13961553774987,61.322997711286234,1559900
2015-03-26,60.95623779296875,61.073605078821615,60.89755415004231,61.066268224360755,2342500
2015-03-27,61.014930725097656,61.095619347310866,60.97825204358944,61.01493072509765,6542300
2015-03-30,61.088260650634766,61.117602466074445,61.0369138727101,61.10293435654414,1634800
2015-03-31,61.15428924560547,61.20563603034046,61.05892693368348,61.10294246087047,1996000
2015-04-01,61.397613525390625,61.42702270619993,61.27997680215341,61.29468419717191,3132700
2015-04-02,61.31675720214844,61.42704025939052,61.29470171254588,61.419686559779905,791200
2015-04-06,61.368221282958984,61.47115063958745,61.309402905105784,61.46379694004849,1768800
2015-04-07,61.40499496459961,61.41970236760615,61.265308291421945,61.31677298348335,977400
2015-04-08,61.36085891723633,61.419677286782424,61.27263136291719,61.404969889781675,3470700
2015-04-09,61.2285270690918,61.3755730089966,61.169708693129884,61.3755730089966,1025400
2015-04-10,61.19911575317383,61.30204510291373,61.169706566215446,61.27998961500216,4290100
2015-04-13,61.213844299316406,61.28001078591019,61.16972769902308,61.24325349643503,6046400
2015-04-14,61.32413101196289,61.456463992974584,61.31677730994075,61.41235299930402,1398100
2015-04-15,61.38294982910156,61.449121935337566,61.36089433010013,61.427066436336126,1022400
2015-04-16,61.368221282958984,61.434387751121896,61.302049205566824,61.39763047188558,1289900
2015-04-17,61.471126556396484,61.50788943045906,61.31673258194233,61.35348984677786,1693900
2015-04-20,61.40499496459961,61.45645965666101,61.331474777259146,61.42705606910942,2463600
2015-04-21,61.3314323425293,61.40495247900177,61.28732138249119,61.37554891179427,1788000
2015-04-22,61.10357666015625,61.31678918624585,61.10357666015626,61.30943548279939,1501300
2015-04-23,61.221153259277344,61.29467900969183,61.12557763665662,61.16234051186387,5518000
2015-04-24,61.31675720214844,61.37557558057479,61.265292523332704,61.3020498029272,1597900
2015-04-27,61.272647857666016,61.34617364400618,61.22853687324588,61.34617364400618,1591400
2015-04-28,61.08150863647461,61.23590272180398,61.066801232596916,61.22119531792629,1217700
2015-04-29,60.890323638916016,60.963843796789334,60.816803481042705,60.8976773374719,1905200
2015-04-30,60.95648193359375,60.95648193359375,60.706506722235275,60.79473425728425,4229900
2015-05-01,60.77159881591797,60.86735809994085,60.71266743190107,60.81579454392759,7173200
2015-05-04,60.683197021484375,60.84525550492698,60.66846698662853,60.82315764264038,1190000
2015-05-05,60.587440490722656,60.712665462692335,60.50641124532912,60.712665462692335,4175700
2015-05-06,60.41798782348633,60.550580565396096,60.36642429163272,60.550580565396096,3938900
2015-05-07,60.54325866699219,60.58745440371721,60.4622294029915,60.476959441897435,3602900
2015-05-08,60.7053337097168,60.80846087013546,60.661132340959696,60.75689728992613,1735900
2015-05-11,60.3885498046875,60.63899973080821,60.34434846125021,60.587436180135974,929200
2015-05-12,60.31489562988281,60.42539058202244,60.219136335365384,60.29279776345623,2139600
2015-05-13,60.28542709350586,60.52115264429802,60.2559670196633,60.48431912198513,2372000
2015-05-14,60.403289794921875,60.44748552563805,60.329628370392776,60.366456272654105,1485300
2015-05-15,60.64638137817383,60.675847073844835,60.50642072873824,60.52115638657715,1402700
2015-05-18,60.42539596557617,60.594822323286074,60.41802813610864,60.594822323286074,3747700
2015-05-19,60.29281997680664,60.38121709508735,60.2265263531027,60.25599205919627,4856500
2015-05-20,60.29281997680664,60.37384926356176,60.24125639614509,60.31491785137462,4097400
2015-05-21,60.48432922363281,60.52116275209737,60.36646642855216,60.40329995701671,2314100
2015-05-22,60.44748306274414,60.46958092720187,60.336993740455526,60.44748306274414,816600
2015-05-26,60.5948371887207,60.63166510507874,60.42541078944625,60.447508663262795,1178300
2015-05-27,60.624263763427734,60.6537238294955,60.506401019136796,60.60952811038888,2564500
2015-05-28,60.63168716430664,60.683250761974804,60.58749140059411,60.646422832217915,1073300
2015-05-29,60.653770446777344,60.74216757293582,60.616942525884944,60.71270186421633,2494300
2015-06-01,60.45148849487305,60.66554205631241,60.42196328315468,60.66554205631241,1362800
2015-06-02,60.281707763671875,60.39980858669923,60.23004006143671,60.3776660902209,1510000
2015-06-03,60.016014099121094,60.17839998966337,59.9495865791864,60.171017276995144,1390000
2015-06-04,60.16364669799805,60.23745693857815,60.08245374395181,60.09721353952367,1111300
2015-06-05,59.927433013916016,60.04552823801619,59.8609998748807,59.986477810286736,4115300
2015-06-08,60.001243591308594,60.03814588534088,59.956958585926344,59.98647816860866,4954500
2015-06-09,59.82408905029297,59.93480154729993,59.79456384063847,59.93480154729993,2883300
2015-06-10,59.6986198425293,59.78719549277089,59.66171754511476,59.72814505927649,1222800
2015-06-11,59.9791145324707,59.98649161411541,59.742918398559205,59.7872034138676,1815900
2015-06-12,59.934818267822266,60.09720415054521,59.87577346339897,59.91267576224359,1785100
2015-06-15,59.942230224609375,60.104616186556804,59.92747042414245,60.067708238346114,2082900
2015-06-16,60.097225189208984,60.09722518920898,59.95698739433017,60.038174732753966,2250700
2015-06-17,60.11934280395508,60.13410822763443,59.86100420315785,60.06767508379563,865700
2015-06-18,60.07509231567383,60.11200026472092,59.934848866929734,60.060332514872414,1210300
2015-06-19,60.244842529296875,60.26698503939238,60.163649571372915,60.19317479528714,1176700
2015-06-22,59.95697021484375,60.1488756962936,59.94220478928,60.0972079695402,1020000
2015-06-23,59.81671905517578,59.956962423006466,59.78719383924516,59.81671905517579,1096000
2015-06-24,59.927433013916016,59.956958227780746,59.846240083627706,59.89790780005129,6836900
2015-06-25,59.84623718261719,59.934807188559255,59.816711970183675,59.905287607484205,2894500
2015-06-26,59.73554229736328,59.7724502351121,59.67649184950942,59.74292501118517,963000
2015-06-29,60.0381965637207,60.08248723784759,59.8462909575038,59.9274839568123,2168400
2015-06-30,59.9791145324707,60.14150043041486,59.96434910646121,59.9791145324707,1547800
2015-07-01,59.83338928222656,59.92953484616564,59.78161772584761,59.8112022784465,5399300
2015-07-02,59.9813346862793,60.04050381937783,59.95175011973003,59.95175011973003,1060100
2015-07-06,60.18842697143555,60.23280664699505,60.07009433619609,60.23280664699505,2210700
2015-07-07,60.24757766723633,60.476850957169255,60.24757766723633,60.417687479000655,4183200
2015-07-08,60.417686462402344,60.469458031602464,60.32153523197508,60.38070435182604,1967800
2015-07-09,60.218021392822266,60.336359690102,60.18843681850233,60.32156458160174,1670900
2015-07-10,59.93696212768555,60.02571582950995,59.87039544064744,59.92216702270853,2038300
2015-07-13,59.79643630981445,59.91477457785688,59.78903875739201,59.80383386223691,2846500
2015-07-14,59.90737533569336,59.95914691583186,59.87779076951721,59.90737533569336,1567700
2015-07-15,60.07745361328125,60.099640615585606,59.892554403843526,59.91474140614788,2631000
2015-07-16,60.07745361328125,60.11443006956315,59.944325956779046,59.959115410756596,1063100
2015-07-17,60.084903717041016,60.14407287561446,60.05531913775429,60.09230127253308,807900
2015-07-20,60.00353240966797,60.07009910695411,59.966555926891324,60.0479120887521,1026900
2015-07-21,60.11445617675781,60.1514382917768,59.981328462439386,59.99612356551839,1422900
2015-07-22,60.13664245605469,60.225396145411864,60.12925054728376,60.14404000750407,1624100
2015-07-23,60.27716064453125,60.30674520417751,60.12184593839674,60.16621995652723,1178400
2015-07-24,60.31415557861328,60.35852960617847,60.27717346052296,60.34373450187075,804300
2015-07-27,60.43247985839844,60.43987740953124,60.358521275105026,60.41769039881104,2022800
2015-07-28,60.3289680480957,60.38813720253415,60.32157049312061,60.35855262531493,1434700
2015-07-29,60.27716064453125,60.33632976382376,60.23278662640076,60.32893221324275,1020500
2015-07-30,60.299407958984375,60.336390106197456,60.232846865220935,60.26243145445472,788000
2015-07-31,60.50642395019531,60.521219048917445,60.4398629339763,60.484236944788975,1589100
2015-08-03,60.64653015136719,60.66135022945,60.50571396495957,60.5501798535682,2085800
2015-08-04,60.43900680541992,60.60946312450955,60.42418107501943,60.594643048468484,1007300
